Site,Título,URL,Dia,Mês,bolsonaro,caracteres total,palavras total,caracteres sem nome,palavras sem nome
Folha,"Promotoria suspeita que Flávio usou PM, imóveis e loja para lavar 'rachadinha'",https://www1.folha.uol.com.br/poder/2019/12/promotoria-suspeita-que-flavio-usou-pm-imoveis-e-loja-para-lavar-rachadinha.shtml,2019-12-18,2019-12,Não,78,10,72,9
Folha,Caso contra Flávio deve causar mais estragos no clã Bolsonaro,https://www1.folha.uol.com.br/colunas/bruno-boghossian/2019/12/caso-contra-flavio-deve-causar-mais-estragos-no-cla-bolsonaro.shtml,2019-12-18,2019-12,Sim,61,4,45,2
O Globo,Advogado de Flávio Bolsonaro culpa 'os inimigos' por operação,https://epoca.globo.com/guilherme-amado/advogado-de-flavio-bolsonaro-culpa-os-inimigos-por-operacao-24145607,2019-12-18,2019-12,Sim,61,8,45,6
O Globo,Loja de chocolate de Flávio Bolsonaro também foi alvo de operação do MP,https://oglobo.globo.com/brasil/loja-de-chocolate-de-flavio-bolsonaro-tambem-foi-alvo-de-operacao-do-mp-24145815,2019-12-18,2019-12,Sim,71,4,55,2
O Globo,Caso Queiroz: Loja de chocolate de Flávio Bolsonaro também foi alvo de operação do MP,https://oglobo.globo.com/brasil/caso-queiroz-loja-de-chocolate-de-flavio-bolsonaro-tambem-foi-alvo-de-operacao-do-mp-24145829,2019-12-18,2019-12,Sim,85,4,69,2
O Globo,Loja de chocolate de Flávio Bolsonaro também foi alvo de operação do MP,https://oglobo.globo.com/brasil/loja-de-chocolate-de-flavio-bolsonaro-tambem-foi-alvo-de-operacao-do-mp-1-24145815,2019-12-18,2019-12,Sim,71,4,55,2
O Globo,"Alvo do MP, loja de chocolates de Flávio Bolsonaro foi inaugurada com presença de Queiroz",https://epoca.globo.com/brasil/alvo-do-mp-loja-de-chocolates-de-flavio-bolsonaro-foi-inaugurada-com-presenca-de-queiroz-24145906,2019-12-18,2019-12,Sim,89,4,73,2
O Globo,"Após ser alvo de operação do MP, Flávio Bolsonaro se reúne com o pai no Alvorada",https://oglobo.globo.com/brasil/apos-ser-alvo-de-operacao-do-mp-flavio-bolsonaro-se-reune-com-pai-no-alvorada-24146646,2019-12-18,2019-12,Sim,80,4,64,2
Veja,Flávio foi pego de surpresa por ação do MP contra Queiroz,https://veja.abril.com.br/blog/radar/flavio-foi-pego-de-surpresa-por-acao-do-mp-contra-queiroz/,2019-12-18,2019-12,Não,57,6,51,5
Veja,Loja de chocolates de Flávio Bolsonaro também foi alvo de operação,https://veja.abril.com.br/politica/loja-de-chocolates-de-flavio-bolsonaro-tambem-foi-alvo-de-operacao/,2019-12-18,2019-12,Sim,66,4,50,2
Veja,A fantástica loja de chocolates de Flávio Bolsonaro,https://veja.abril.com.br/blog/alberto-carlos-almeida/a-fantastica-loja-de-chocolates-de-flavio-bolsonaro/,2019-12-18,2019-12,Sim,51,1,35,-1
Veja,"‘Desnecessário’, diz advogado de Flávio sobre arrombamento de loja",https://veja.abril.com.br/politica/desnecessario-diz-advogado-de-flavio-sobre-arrombamento-de-loja/,2019-12-18,2019-12,Não,66,16,60,15
Valor,Fabrício Queiroz e ex-assessores de Flávio Bolsonaro são alvos de operação no Rio,https://valor.globo.com/politica/noticia/2019/12/18/fabricio-queiroz-e-ex-assessores-de-flavio-bolsonaro-sao-alvo-de-operacao-no-rio.ghtml,2019-12-18,2019-12,Sim,81,8,65,6
Valor,"Loja de chocolate de Flávio Bolsonaro também foi alvo de operação, informa jornal",https://valor.globo.com/politica/noticia/2019/12/18/loja-de-chocolate-de-flavio-bolsonaro-tambem-foi-alvo-de-operacao-informa-jornal.ghtml,2019-12-18,2019-12,Sim,81,4,65,2
Valor,Foro de senador não impede investigação sobre Flávio na 1ª instância,https://valor.globo.com/politica/noticia/2019/12/18/foro-de-senador-nao-impede-investigacao-sobre-flavio-na-1a-instancia.ghtml,2019-12-18,2019-12,Não,68,4,62,3
Valor,"Policial pagou despesas de mulher de Flávio, aponta investigação",https://valor.globo.com/politica/noticia/2019/12/18/policial-pagou-despesas-de-mulher-de-flavio-aponta-investigacao.ghtml,2019-12-18,2019-12,Não,64,8,58,7
Valor,"Alvo de operação, Flávio Bolsonaro encontra presidente no Alvorada",https://valor.globo.com/politica/noticia/2019/12/18/alvo-de-operacao-flavio-bolsonaro-encontra-presidente-no-alvorada.ghtml,2019-12-18,2019-12,Sim,66,4,50,2
Folha,"Defesa de Flávio questiona se operação afrontou STF; aliados culpam Witzel, mas tese não tem eco entre políticos",https://painel.blogfolha.uol.com.br/?p=35906,2019-12-19,2019-12,Não,112,6,106,5
Folha,Bolsonaro se queixa a aliados de cerco contra Flávio e pede que governo evite o assunto,https://www1.folha.uol.com.br/poder/2019/12/bolsonaro-se-queixa-a-aliados-de-cerco-contra-flavio-e-pede-que-governo-evite-o-assunto.shtml,2019-12-19,2019-12,Sim,87,9,71,7
Folha,Repórter explica operação que teve como alvos Flávio Bolsonaro e Queiroz; ouça,https://www1.folha.uol.com.br/podcasts/2019/12/reporter-explica-operacao-que-teve-como-alvos-flavio-bolsonaro-e-queiroz-ouca.shtml,2019-12-19,2019-12,Sim,78,8,62,6
Folha,MP-RJ diz que Flávio 'lavou' R$ 638 mil em compra de imóveis com dinheiro vivo,https://www1.folha.uol.com.br/poder/2019/12/mr-rj-diz-que-flavio-lavou-r-638-mil-em-compra-de-imoveis-com-dinheiro-vivo.shtml,2019-12-19,2019-12,Não,78,5,72,4
Folha,"Não tenho nada a ver com isso', diz Bolsonaro sobre suspeitas contra filho Flávio",https://www1.folha.uol.com.br/poder/2019/12/bolsonaro-chama-de-pequenos-problemas-suspeitas-sobre-filho-flavio.shtml,2019-12-19,2019-12,Sim,81,3,65,1
Folha,"Investigação se fecha sobre Flávio, e Bolsonaro passa recibo",https://www1.folha.uol.com.br/poder/2019/12/investigacao-se-fecha-sobre-flavio-e-bolsonaro-passa-recibo.shtml,2019-12-19,2019-12,Sim,60,12,44,10
Folha,"Contas de miliciano foram usadas em 'rachadinha' de Flávio, diz Promotoria",https://www1.folha.uol.com.br/poder/2019/12/contas-de-miliciano-foram-usadas-em-rachadinha-de-flavio-diz-promotoria.shtml,2019-12-19,2019-12,Não,74,6,68,5
Folha,"Flávio Bolsonaro lavou até R$ 1,6 milhão em loja de chocolate, diz Ministério Público",https://www1.folha.uol.com.br/poder/2019/12/flavio-bolsonaro-lavou-ate-r-16-milhao-em-loja-de-chocolate-diz-ministerio-publico.shtml,2019-12-19,2019-12,Sim,85,6,69,4
Folha,Flávio fará remake da Fantástica Fábrica de Chocolate,https://renatoterra.blogfolha.uol.com.br/?p=677,2019-12-19,2019-12,Não,53,6,47,5
Folha,"Flávio Bolsonaro nega irregularidades, ataca juiz e desafia Promotoria",https://www1.folha.uol.com.br/poder/2019/12/flavio-bolsonaro-nega-irregularidades-ataca-juiz-e-desafia-promotoria.shtml,2019-12-19,2019-12,Sim,70,6,54,4
Folha,Advogado deixa defesa de Fabrício Queiroz em meio a investigações do caso Flávio,https://www1.folha.uol.com.br/poder/2019/12/advogado-deixa-defesa-de-fabricio-queiroz-em-meio-a-investigacoes-do-caso-flavio.shtml,2019-12-19,2019-12,Não,80,8,74,7
Folha,Flávio Bolsonaro aciona STF para suspender investigação no Rio,https://www1.folha.uol.com.br/poder/2019/12/flavio-bolsonaro-aciona-stf-para-suspender-investigacao-no-rio.shtml,2019-12-19,2019-12,Sim,62,6,46,4
O Globo,Mensagens de ex-assessora de Flávio Bolsonaro expõem esquema na Assembleia do Rio,https://oglobo.globo.com/brasil/mensagens-de-ex-assessora-de-flavio-bolsonaro-expoem-esquema-na-assembleia-do-rio-24147015,2019-12-19,2019-12,Sim,81,9,65,7
O Globo,"Para promotores, PM ajudou Flávio a lavar dinheiro de rachadinha",https://oglobo.globo.com/brasil/para-promotores-pm-ajudou-flavio-lavar-dinheiro-de-rachadinha-24147036,2019-12-19,2019-12,Não,64,4,58,3
O Globo,A rede de ex-assessores de Flávio Bolsonaro na mira do Ministério Público,https://oglobo.globo.com/podcast/a-rede-de-ex-assessores-de-flavio-bolsonaro-na-mira-do-ministerio-publico-24146361,2019-12-19,2019-12,Sim,73,1,57,-1
O Globo,"Investigação revela que PM pagou boleto de R$ 16, 5 mil em nome da mulher de Flávio, referente a parcela de apartamento",https://oglobo.globo.com/brasil/investigacao-revela-que-pm-pagou-boleto-de-16-5-mil-em-nome-da-mulher-de-flavio-referente-parcela-de-apartamento-24147042,2019-12-19,2019-12,Não,119,12,113,11
O Globo,"O essencial da manhã: Ex-assessores de Flávio deram R$ 2 milhões a Queiroz, diz MP",https://oglobo.globo.com/brasil/o-essencial-da-manha-ex-assessores-de-flavio-deram-2-milhoes-queiroz-diz-mp-24147133,2019-12-19,2019-12,Não,82,1,76,0
O Globo,MP convoca parentes da ex-mulher de Bolsonaro e ex-assessores de Flávio para prestar depoimentos,https://oglobo.globo.com/brasil/mp-convoca-parentes-da-ex-mulher-de-bolsonaro-ex-assessores-de-flavio-para-prestar-depoimentos-24147167,2019-12-19,2019-12,Sim,96,2,80,0
O Globo,"Quais são as suspeitas que pairam sobre Flávio Bolsonaro, Fabrício Queiroz e outros assesssores",https://oglobo.globo.com/brasil/quais-sao-as-suspeitas-que-pairam-sobre-flavio-bolsonaro-fabricio-queiroz-outros-assesssores-24147320,2019-12-19,2019-12,Sim,95,5,79,3
O Globo,"Quais são as suspeitas que pairam sobre Flávio Bolsonaro, Fabrício Queiroz e outros assessores",https://oglobo.globo.com/brasil/quais-sao-as-suspeitas-que-pairam-sobre-flavio-bolsonaro-fabricio-queiroz-outros-assessores-24147320,2019-12-19,2019-12,Sim,94,5,78,3
O Globo,Bolsonaro insinua armação de Witzel em operação em endereço de Flávio e de ex-assessores,https://oglobo.globo.com/brasil/bolsonaro-insinua-armacao-de-witzel-em-operacao-em-endereco-de-flavio-de-ex-assessores-1-24147372,2019-12-19,2019-12,Sim,88,9,72,7
O Globo,MP diz que família de miliciano repassou a Queiroz quase 20% do salário no gabinete de Flávio Bolsonaro,https://oglobo.globo.com/brasil/mp-diz-que-familia-de-miliciano-repassou-queiroz-quase-20-do-salario-no-gabinete-de-flavio-bolsonaro-24147520,2019-12-19,2019-12,Sim,103,2,87,0
O Globo,"Flávio tem muito respeito no Parlamento', diz Maia",https://oglobo.globo.com/brasil/flavio-tem-muito-respeito-no-parlamento-diz-maia-1-24147500,2019-12-19,2019-12,Não,50,6,44,5
O Globo,"Família de miliciano repassou a Queiroz quase 20% do salário no gabinete de Flávio Bolsonaro, diz MP",https://oglobo.globo.com/brasil/familia-de-miliciano-repassou-queiroz-quase-20-do-salario-no-gabinete-de-flavio-bolsonaro-diz-mp-24147331,2019-12-19,2019-12,Sim,100,7,84,5
O Globo,"Flávio Bolsonaro usou imóveis para lavagem de dinheiro obtido com 'rachadinha', diz MP",https://oglobo.globo.com/brasil/flavio-bolsonaro-usou-imoveis-para-lavagem-de-dinheiro-obtido-com-rachadinha-diz-mp-24147513,2019-12-19,2019-12,Sim,86,6,70,4
O Globo,"Flávio Bolsonaro usou imóveis para lavagem de R$ 638,4 mil obtidos com 'rachadinha', diz MP",https://oglobo.globo.com/brasil/flavio-bolsonaro-usou-imoveis-para-lavagem-de-6384-mil-obtidos-com-rachadinha-diz-mp-24147513,2019-12-19,2019-12,Sim,91,6,75,4
O Globo,"Quais são as suspeitas que pairam sobre Flávio Bolsonaro, Fabrício Queiroz e outros assessores",https://oglobo.globo.com/brasil/quais-sao-as-suspeitas-que-pairam-sobre-flavio-bolsonaro-fabricio-queiroz-outros-assessores-24147729,2019-12-19,2019-12,Sim,94,5,78,3
O Globo,MP convoca parentes da ex-mulher de Bolsonaro e ex-assessores de Flávio para prestar depoimentos,https://oglobo.globo.com/brasil/mp-convoca-parentes-da-ex-mulher-de-bolsonaro-ex-assessores-de-flavio-para-prestar-depoimentos-24147735,2019-12-19,2019-12,Sim,96,2,80,0
O Globo,"Segundo MP, Flávio Bolsonaro usou imóveis para lavagem de R$ 638,4 mil obtidos com 'rachadinha'",https://oglobo.globo.com/brasil/segundo-mp-flavio-bolsonaro-usou-imoveis-para-lavagem-de-6384-mil-obtidos-com-rachadinha-24147708,2019-12-19,2019-12,Sim,95,7,79,5
O Globo,"Entenda as suspeitas que pairam sobre Flávio Bolsonaro, Fabrício Queiroz e outros assessores",https://oglobo.globo.com/brasil/entenda-as-suspeitas-que-pairam-sobre-flavio-bolsonaro-fabricio-queiroz-outros-assessores-24147729,2019-12-19,2019-12,Sim,92,7,76,5
O Globo,MP: Flávio Bolsonaro pode ter usado 'sócio laranja' em loja de chocolates durante 'rachadinha',https://oglobo.globo.com/brasil/mp-flavio-bolsonaro-pode-ter-usado-socio-laranja-em-loja-de-chocolates-durante-rachadinha-24148011,2019-12-19,2019-12,Sim,94,3,78,1
O Globo,"Flávio Bolsonaro pode ter usado 'sócio laranja' em loja de chocolates durante 'rachadinha', diz MP",https://oglobo.globo.com/brasil/flavio-bolsonaro-pode-ter-usado-socio-laranja-em-loja-de-chocolates-durante-rachadinha-diz-mp-1-24147901,2019-12-19,2019-12,Sim,98,6,82,4
O Globo,"Flávio Bolsonaro ataca MP, juiz do caso Queiroz e filha dele",https://epoca.globo.com/guilherme-amado/flavio-bolsonaro-ataca-mp-juiz-do-caso-queiroz-filha-dele-24148525,2019-12-19,2019-12,Sim,60,6,44,4
O Globo,"Flávio Bolsonaro ataca MP, juiz do caso Queiroz e filha do magistrado",https://epoca.globo.com/guilherme-amado/flavio-bolsonaro-ataca-mp-juiz-do-caso-queiroz-filha-do-magistrado-24148525,2019-12-19,2019-12,Sim,69,6,53,4
O Globo,"Advogado Paulo Klein deixa defesa de Queiroz, ex-assessor de Flávio Bolsonaro",https://oglobo.globo.com/brasil/advogado-paulo-klein-deixa-defesa-de-queiroz-ex-assessor-de-flavio-bolsonaro-1-24148642,2019-12-19,2019-12,Sim,77,8,61,6
O Globo,"Flávio Bolsonaro nega lavagem e diz que PM comprou R$ 21,1 mil em chocolate",https://oglobo.globo.com/brasil/flavio-bolsonaro-nega-lavagem-diz-que-pm-comprou-211-mil-em-chocolate-1-24148628,2019-12-19,2019-12,Sim,75,6,59,4
O Globo,PM que pagou boleto de R$ 16 mil para Flávio Bolsonaro diz que repasses foram favor e compra de panetones,https://epoca.globo.com/guilherme-amado/pm-que-pagou-boleto-de-16-mil-para-flavio-bolsonaro-diz-que-repasses-foram-favor-compra-de-panetones-24148634,2019-12-19,2019-12,Sim,105,2,89,0
O Globo,Flávio Bolsonaro pede ao STF paralisação de investigação do MP do Rio,https://oglobo.globo.com/brasil/flavio-bolsonaro-pede-ao-stf-paralisacao-de-investigacao-do-mp-do-rio-1-24148983,2019-12-19,2019-12,Sim,69,6,53,4
O Globo,Toffoli decidirá sobre pedido de Flávio para suspender caso Queiroz,https://epoca.globo.com/guilherme-amado/toffoli-decidira-sobre-pedido-de-flavio-para-suspender-caso-queiroz-24149677,2019-12-19,2019-12,Não,67,7,61,6
Veja,MP identifica seis núcleos envolvidos em esquema no gabinete de Flávio,https://veja.abril.com.br/politica/mp-identifica-seis-nucleos-envolvidos-em-esquema-no-gabinete-de-flavio/,2019-12-19,2019-12,Não,70,2,64,1
Veja,Bolsonaro sobre suspeitas contra Flávio: ‘Não tenho nada a ver com isso’,https://veja.abril.com.br/politica/bolsonaro-sobre-suspeitas-contra-flavio-nao-tenho-nada-a-ver-com-isso/,2019-12-19,2019-12,Sim,72,9,56,7
Veja,"Flávio Bolsonaro não foi ‘sábio’ ao lavar dinheiro na Kopenhagen, diz MP",https://veja.abril.com.br/politica/flavio-bolsonaro-nao-foi-sabio-ao-lavar-dinheiro-na-kopenhagen-diz-mp/,2019-12-19,2019-12,Sim,72,6,56,4
Veja,Flávio Bolsonaro sugere que filha de juiz é funcionária fantasma de Witzel,https://veja.abril.com.br/politica/flavio-sugere-que-filha-de-juiz-e-funcionaria-fantasma-de-witzel/,2019-12-19,2019-12,Sim,74,6,58,4
Veja,Flávio Bolsonaro rebate acusações do MPRJ e diz que está sendo perseguido,https://veja.abril.com.br/politica/flavio-bolsonaro-rebate-acusacoes-do-mprj-e-diz-que-esta-sendo-perseguido/,2019-12-19,2019-12,Sim,73,6,57,4
Valor,"‘Falo por mim, não pelos outros’, diz Bolsonaro sobre operação contra seu filho Flávio",https://valor.globo.com/politica/noticia/2019/12/19/falo-por-mim-no-pelos-outros-diz-bolsonaro-sobre-operao-contra-seu-filho-flvio.ghtml,2019-12-19,2019-12,Sim,86,5,70,3
Valor,Maia diz que investigação contra Flávio Bolsonaro não interferirá em votações,https://valor.globo.com/politica/noticia/2019/12/19/maia-diz-que-investigacao-contra-flavio-bolsonaro-nao-interferira-em-votacoes.ghtml,2019-12-19,2019-12,Sim,77,4,61,2
Valor,"Flávio Bolsonaro ‘lavou’ R$ 638 mil em compra de imóveis, diz MP",https://valor.globo.com/politica/noticia/2019/12/19/flavio-bolsonaro-lavou-r-638-mil-em-compra-de-imoveis-diz-mp.ghtml,2019-12-19,2019-12,Sim,64,6,48,4
Valor,Flávio Bolsonaro pede para STF barrar investigações pelo MP-RJ,https://valor.globo.com/politica/noticia/2019/12/19/flavio-bolsonaro-pede-para-stf-barrar-investigacoes-pelo-mp-rj.ghtml,2019-12-19,2019-12,Sim,62,6,46,4
Valor,"MP diz que Flávio lavou até R$ 1,6 milhão em loja de chocolate",https://valor.globo.com/politica/noticia/2019/12/19/mp-diz-que-flavio-lavou-ate-r-16-milhao-em-loja-de-chocolate.ghtml,2019-12-19,2019-12,Não,62,2,56,1
Valor,Flávio Bolsonaro rebate acusações e ataca juiz que autorizou operação,https://valor.globo.com/politica/noticia/2019/12/19/flavio-bolsonaro-rebate-acusacoes-e-ataca-juiz-que-autorizou-operacao.ghtml,2019-12-19,2019-12,Sim,69,6,53,4
Valor,"Advogado deixa defesa de Queiroz, ex-assessor de Flávio Bolsonaro",https://valor.globo.com/politica/noticia/2019/12/19/advogado-deixa-defesa-de-queiroz-ex-assessor-de-flavio-bolsonaro.ghtml,2019-12-19,2019-12,Sim,65,8,49,6
Valor,Gilmar pede informações ao MP sobre caso Flávio,https://valor.globo.com/politica/noticia/2019/12/19/gilmar-pede-informacoes-ao-mp-sobre-caso-flavio.ghtml,2019-12-19,2019-12,Não,47,6,41,5
Congresso em Foco,"Flávio lavou R$ 638 mil comprando imóveis em Copacabana, diz jornal",https://congressoemfoco.uol.com.br/corrupcao/flavio-lavou-r-638-mil-comprando-imoveis-em-copacabana-diz-jornal/,2019-12-19,2019-12,Não,67,6,61,5
Congresso em Foco,"‘Não tenho nada a ver com isso’, diz Bolsonaro sobre suspeitas contra Flávio",https://congressoemfoco.uol.com.br/corrupcao/nao-tenho-nada-a-ver-com-isso-diz-bolsonaro-sobre-suspeitas-contra-flavio/,2019-12-19,2019-12,Sim,76,4,60,2
Congresso em Foco,Flávio Bolsonaro nega acusações e diz que é perseguido,https://congressoemfoco.uol.com.br/corrupcao/flavio-bolsonaro-nega-acusacoes-e-diz-que-e-perseguido/,2019-12-19,2019-12,Sim,54,6,38,4
O Globo,"Loja de chocolates de Flavio Bolsonaro recebeu menos dinheiro na Páscoa, diz MP",https://epoca.globo.com/loja-de-chocolates-de-flavio-bolsonaro-recebeu-menos-dinheiro-na-pascoa-diz-mp-24147801,2019-12-19,2019-12,Sim,79,4,63,2
R7,Promotoria: Queiroz recebeu R$ 2 mi de assessores indicados por Flávio</a,http://noticias.r7.com/brasil/promotoria-queiroz-recebeu-r-2-mi-de-assessores-indicados-por-flavio-18122019,2019-12-19,2019-12,Não,73,11,67,10
Folha,Bolsonaro ataca repórter após perguntas sobre Flávio e Queiroz: 'Você tem uma cara de homossexual terrível',https://www1.folha.uol.com.br/poder/2019/12/bolsonaro-ataca-reporter-apos-pergunta-sobre-queiroz-voce-tem-uma-cara-de-homossexual-terrivel.shtml,2019-12-20,2019-12,Sim,107,9,91,7
Folha,Elo de Flávio com loja de chocolate é ignorado por clientes em meio às vendas de Natal,https://www1.folha.uol.com.br/poder/2019/12/elo-de-flavio-com-loja-de-chocolate-e-ignorado-por-clientes-em-meio-as-vendas-de-natal.shtml,2019-12-20,2019-12,Não,86,3,80,2
O Globo,Fortes evidências de crime financeiro atingem Flávio,https://oglobo.globo.com/opiniao/fortes-evidencias-de-crime-financeiro-atingem-flavio-24149049,2019-12-20,2019-12,Não,52,6,46,5
O Globo,PM que pagou boleto para Flávio é amigo do senador e tem trânsito na política,https://oglobo.globo.com/brasil/pm-que-pagou-boleto-para-flavio-amigo-do-senador-tem-transito-na-politica-24149880,2019-12-20,2019-12,Não,77,2,71,1
O Globo,PM que pagou boleto para Flávio é amigo do senador e tem trânsito na política do Rio,https://oglobo.globo.com/brasil/pm-que-pagou-boleto-para-flavio-amigo-do-senador-tem-transito-na-politica-do-rio-24149925,2019-12-20,2019-12,Não,84,2,78,1
O Globo,MP do Rio vai denunciar Flávio Bolsonaro por rachadinha,https://epoca.globo.com/guilherme-amado/mp-do-rio-vai-denunciar-flavio-bolsonaro-por-rachadinha-24149617,2019-12-20,2019-12,Sim,55,2,39,0
O Globo,Família Bolsonaro analisa substituição de Fred Wassef na defesa de Flávio,https://epoca.globo.com/guilherme-amado/familia-bolsonaro-analisa-substituicao-de-fred-wassef-na-defesa-de-flavio-24149828,2019-12-20,2019-12,Sim,73,7,57,5
O Globo,Tem panetone sabor laranja?': internautas debocham em perfil da marca de loja de Flávio Bolsonaro,https://epoca.globo.com/guilherme-amado/tem-panetone-sabor-laranja-internautas-debocham-em-perfil-da-marca-de-loja-de-flavio-bolsonaro-1-24149911,2019-12-20,2019-12,Sim,97,3,81,1
O Globo,Flávio Bolsonaro vai ao STF para suspender investigação,https://oglobo.globo.com/brasil/flavio-bolsonaro-vai-ao-stf-para-suspender-investigacao-24150067,2019-12-20,2019-12,Sim,55,6,39,4
O Globo,Flávio Bolsonaro vai ao STF para suspender investigação,https://oglobo.globo.com/brasil/flavio-bolsonaro-vai-ao-stf-para-suspender-investigacao-1-24150067,2019-12-20,2019-12,Sim,55,6,39,4
O Globo,Bolsonaro ataca MP e juiz responsável por quebra de sigilo após ação contra ex-assessores de Flávio,https://oglobo.globo.com/brasil/bolsonaro-ataca-mp-juiz-responsavel-por-quebra-de-sigilo-apos-acao-contra-ex-assessores-de-flavio-24150212,2019-12-20,2019-12,Sim,99,9,83,7
O Globo,Bolsonaro compara Flávio a Neymar e ataca juiz: 'Ele quebra 93 sigilos em cinco linhas?',https://oglobo.globo.com/brasil/bolsonaro-compara-flavio-neymar-ataca-juiz-ele-quebra-93-sigilos-em-cinco-linhas-24150212,2019-12-20,2019-12,Sim,88,9,72,7
O Globo,Alcolumbre elogia Flávio Bolsonaro e descarta processo no Conselho de Ética do Senado,https://oglobo.globo.com/brasil/alcolumbre-elogia-flavio-bolsonaro-descarta-processo-no-conselho-de-etica-do-senado-1-24150446,2019-12-20,2019-12,Sim,85,10,69,8
O Globo,Advogados travam batalha para evitar prisão do promotor aposentado Flávio Bonazza,https://oglobo.globo.com/rio/advogados-travam-batalha-para-evitar-prisao-do-promotor-aposentado-flavio-bonazza-24150669,2019-12-20,2019-12,Não,81,9,75,8
O Globo,"Você tem uma cara de homossexual terrível. Nem por isso te acuso', reage Bolsonaro sobre caso Flávio",https://oglobo.globo.com/brasil/voce-tem-uma-cara-de-homossexual-terrivel-nem-por-isso-te-acuso-reage-bolsonaro-sobre-caso-flavio-2-24150705,2019-12-20,2019-12,Sim,100,4,84,2
O Globo,"Organização teria providenciado advogados aos envolvidos', diz MP em investigação sobre Flávio Bolsonaro",https://oglobo.globo.com/brasil/organizacao-teria-providenciado-advogados-aos-envolvidos-diz-mp-em-investigacao-sobre-flavio-bolsonaro-24150832,2019-12-20,2019-12,Sim,104,11,88,9
O Globo,Flávio Bolsonaro e PM que pagou boleto de R$ 16 mil dão versões diferentes para pagamento,https://epoca.globo.com/guilherme-amado/flavio-bolsonaro-pm-que-pagou-boleto-de-16-mil-dao-versoes-diferentes-para-pagamento-1-24149349,2019-12-20,2019-12,Sim,89,6,73,4
O Globo,PM que pagou boleto para Flávio Bolsonaro diz não lembrar como foi ressarcido,https://oglobo.globo.com/brasil/pm-que-pagou-boleto-para-flavio-bolsonaro-diz-nao-lembrar-como-foi-ressarcido-24151354,2019-12-20,2019-12,Sim,77,2,61,0
O Globo,"Com início de plantão do STF, Toffoli decidirá sobre pedido de Flávio Bolsonaro",https://epoca.globo.com/guilherme-amado/com-inicio-de-plantao-do-stf-toffoli-decidira-sobre-pedido-de-flavio-bolsonaro-24152052,2019-12-20,2019-12,Sim,79,3,63,1
O Globo,Entenda as novidades da investigação sobre Flávio Bolsonaro: perguntas e respostas sobre o caso,https://oglobo.globo.com/brasil/entenda-as-novidades-da-investigacao-sobre-flavio-bolsonaro-perguntas-respostas-sobre-caso-1-24152850,2019-12-20,2019-12,Sim,95,7,79,5
Veja,‘Estávamos numa festa e paguei’ diz PM sobre boleto para Flávio Bolsonaro,https://veja.abril.com.br/politica/estavamos-numa-festa-e-paguei-diz-pm-sobre-boleto-para-flavio-bolsonaro/,2019-12-20,2019-12,Sim,73,10,57,8
Veja,Bolsonaro compara Flávio a Neymar por ganhar mais que sócio,https://veja.abril.com.br/politica/bolsonaro-compara-flavio-a-neymar-por-ganhar-mais-que-socio/,2019-12-20,2019-12,Sim,59,9,43,7
Veja,Alcolumbre elogia Flávio Bolsonaro e diz que Senado não irá investigá-lo,https://veja.abril.com.br/politica/alcolumbre-elogia-flavio-bolsonaro-e-diz-que-senado-nao-ira-investiga-lo/,2019-12-20,2019-12,Sim,72,10,56,8
Veja,Flávio Bolsonaro: um senador enfraquecido,https://veja.abril.com.br/blog/alberto-carlos-almeida/flavio-bolsonaro-um-senador-enfraquecido/,2019-12-20,2019-12,Sim,41,6,25,4
Valor,Bolsonaro ataca MP e juiz que autorizou operação contra Flávio,https://valor.globo.com/politica/noticia/2019/12/20/bolsonaro-ataca-juiz-que-autorizou-operacao-contra-flavio.ghtml,2019-12-20,2019-12,Sim,62,9,46,7
Valor,"Irritado com pergunta sobre caso Flávio, Bolsonaro manda jornalistas ""ficarem quietos""",https://valor.globo.com/politica/noticia/2019/12/20/irritado-com-pergunta-sobre-caso-flavio-bolsonaro-manda-jornalistas-ficarem-quietos.ghtml,2019-12-20,2019-12,Sim,86,8,70,6
Valor,Witzel rebate Bolsonaro com mesma resposta dada a Flávio sobre acusações envolvendo filha de juiz,https://valor.globo.com/politica/noticia/2019/12/20/witzel-rebate-bolsonaro-com-mesma-resposta-dada-a-flvio-sobre-acusaes-envolvendo-filha-de-juiz.ghtml,2019-12-20,2019-12,Sim,97,6,81,4
Valor,Kopenhagen contradiz Flávio e diz que não faz auditoria com franqueados,https://valor.globo.com/politica/noticia/2019/12/20/kopenhagen-contradiz-flavio-e-diz-que-nao-faz-auditoria-com-franqueados.ghtml,2019-12-20,2019-12,Não,71,10,65,9
Congresso em Foco,Davi descarta investigação de Flávio pelo Senado: “É uma boa pessoa”,https://congressoemfoco.uol.com.br/legislativo/davi-descarta-investigacao-de-flavio-pelo-senado-e-uma-boa-pessoa/,2019-12-20,2019-12,Não,68,4,62,3
Congresso em Foco,Bolsonaro manda jornalistas ficarem “quietos” ao ser questionado sobre Flávio,https://congressoemfoco.uol.com.br/corrupcao/bolsonaro-manda-jornalistas-ficarem-quietos-ao-ser-questionado-sobre-flavio/,2019-12-20,2019-12,Sim,77,9,61,7
R7,Defesa de Flávio Bolsonaro entra com habeas corpus no STF</a,http://noticias.r7.com/brasil/defesa-de-flavio-bolsonaro-entra-com-habeas-corpus-no-stf-19122019,2019-12-20,2019-12,Sim,60,6,44,4
